"8094	2010-04-28","12:55:59	1	3	1	0"
"8101	2010-04-28","13:00:01	1	3	1	0"
"9112	2010-04-28","15:04:21	1	0	1	0"
"9112	2010-04-28","17:20:21	1	0	1	0"
"9112	2010-04-28","17:40:22	1	0	1	0"
"9110	2010-04-28","18:04:11	1	1	1	0"
"29	2010-04-28","18:04:58	1	1	1	0"
"9105	2010-04-28","18:05:45	1	0	1	0"
"9109	2010-04-28","18:14:09	1	1	1	0"
"9104	2010-04-28","18:14:33	1	0	1	0"
"9104	2010-04-28","18:14:44	1	1	1	0"
"9111	2010-04-28","18:14:52	1	1	1	0"
"8101	2010-04-28","18:15:10	1	1	1	0"
"6082	2010-04-28","18:27:44	1	1	1	0"
"8094	2010-04-28","18:27:48	1	1	1	0"
"6083	2010-04-28","18:27:51	1	1	1	0"
"2052	2010-04-28","18:27:54	1	1	1	0"
"27	2010-04-28","18:29:40	1	1	1	0"
"20	2010-04-28","18:30:03	1	1	1	0"
"6081	2010-04-28","19:02:26	1	1	1	0"
"7086	2010-04-28","19:20:03	1	0	1	0"
"7086	2010-04-28","19:20:18	1	1	1	0"
"5066	2010-04-28","19:24:22	1	1	1	0"
"6068	2010-04-28","19:49:43	1	1	1	0"
"8102	2010-04-28","19:50:51	1	1	1	0"
"9016	2010-04-29","08:07:30	1	0	1	0"
"6075	2010-04-29","08:13:19	1	0	1	0"
"6071	2010-04-29","08:17:21	1	0	1	0"
"9104	2010-04-29","08:29:42	1	0	1	0"
"9110	2010-04-29","08:29:47	1	0	1	0"
"29	2010-04-29","08:33:05	1	0	1	0"
"9111	2010-04-29","08:37:11	1	0	1	0"
"6082	2010-04-29","08:41:35	1	0	1	0"
"9112	2010-04-29","08:42:06	1	0	1	0"
"9014	2010-04-29","08:42:11	1	0	1	0"
"6081	2010-04-29","08:44:25	1	0	1	0"
"6083	2010-04-29","08:44:29	1	0	1	0"
"8094	2010-04-29","08:44:32	1	0	1	0"
"6080	2010-04-29","08:47:40	1	0	1	0"
"9109	2010-04-29","08:48:58	1	0	1	0"
"7086	2010-04-29","08:50:51	1	0	1	0"
"2052	2010-04-29","08:51:07	1	0	1	0"
"8098	2010-04-29","08:54:16	1	0	1	0"
"8101	2010-04-29","08:54:22	1	0	1	0"
"27	2010-04-29","08:54:31	1	0	1	0"
"9105	2010-04-29","08:58:15	1	0	1	0"
"5067	2010-04-29","08:58:22	1	0	1	0"
"20	2010-04-29","08:58:30	1	0	1	0"
"21	2010-04-29","09:11:15	1	0	1	0"
"9103	2010-04-29","09:11:29	1	0	1	0"
"6083	2010-04-29","09:55:06	1	1	1	0"
"21	2010-04-29","09:55:13	1	0	1	0"
"21	2010-04-29","09:55:18	1	1	1	0"
"6068	2010-04-29","10:01:54	1	0	1	0"
"8102	2010-04-29","10:30:27	1	0	1	0"
